question_id,text,x_corr,y_corr,question_number,question_text,question_file,question_page,category,text_new,duplicate
0625_s13_qp_12_17,"17  Which statement about the transfer of thermal energy is correct? 
 
",49.60629,87.72133958,17,"Which statement about the transfer of thermal energy is correct?  A Convection can occur in air, but only when the air is trapped  B Convection can only occur in a gas  C Radiation cannot occur in air  D Radiation can occur in a vacuum, but convection cannot  ",0625_s13_qp_12,10,230,"Whichstatementaboutthetransferofthermalenergyiscorrect?

",0
0625_s13_qp_12_18,"18  The diagram shows a refrigerator.  
 
",49.60629,215.9058219,18,"The diagram shows a refrigerator    The cooling unit is placed at the top  The cooling unit cools the air near it    cooling unit   What happens to the density of the air as it cools, and how does it move?   density of the air movement of the air  A decreases moves down  B decreases stays at the top  C increases moves down  D increases stays at the top       © UCLES          /  /M/J/   [Turn over",0625_s13_qp_12,10,230,"Thediagramshowsarefrigerator.

",1
0625_s13_qp_12_19,"19  The diagram shows the surface of water in a ripple tank. A wave is travelling in the direction of 
",49.60629,75.0785688,19,"The diagram shows the surface of water in a ripple tank  A wave is travelling in the direction of the arrow towards a gap in a barrier    watersurface wavefrontsbarrier   What happens to the wave as it passes through t he gap, and what happens to the shape of the wavefronts after passing through the gap?   what happens at the gap shape after passing through the gap  A diffraction curved  B diffraction straight  C refraction curved  D refraction straight  ",0625_s13_qp_12,11,310,"Thediagramshowsthesurfaceofwaterinarippletank.Awaveistravellinginthedirectionof
",0
0625_s13_qp_12_20,"20  The diagram represents a wave. 
 
",49.60629,492.566067,20,The diagram represents a wave    XYdistancedisplacement    How many wavelengths are there between X and Y? A     B   C     D   ,0625_s13_qp_12,11,310,"Thediagramrepresentsawave.

",1
0625_s13_qp_12_21,"21  Which group of electromagnetic radiations is arranged in order of increasing frequency? 
",49.60533146,683.7904252,21,"Which group of electromagnetic radiations is arranged in order of increasing frequency? A infra-red, visible light, ultraviolet B γ-rays, X-rays, infra-red C ultra-violet, visible light, radio waves D X-rays, radio waves, γ-rays    © UCLES          /  /M/J/  ",0625_s13_qp_12,11,330,"Whichgroupofelectromagneticradiationsisarrangedinorderofincreasingfrequency?
",0
0625_s13_qp_12_22,"22  An electronic engineer makes devices which can receive television pictures from satellites. 
 
",49.60629,87.72133958,22,An electronic engineer makes devices which can receive television pictures from satellites   Which type of electromagnetic radiation must these devices be able to receive? A infra-red waves B microwaves C radio waves D ultra-violet waves ,0625_s13_qp_12,12,330,"Anelectronicengineermakesdeviceswhichcanreceivetelevisionpicturesfromsatellites.

",0
0625_s13_qp_12_23,"23  Which diagram correctly represents rays of light passing through a converging lens in a camera? 
 
",49.60618002,239.5469926,23,Which diagram correctly represents rays of light passing through a converging lens in a camera?   A B C  object imagecameraDobject imagecamera objectlensimagecameralensobject imagecamera lens lens       © UCLES          /  /M/J/   [Turn over,0625_s13_qp_12,12,320,"Whichdiagramcorrectlyrepresentsraysoflightpassingthroughaconverginglensinacamera?

",1
0625_s13_qp_12_24,"24  A tuning fork is marked with the number 320. 
 
",49.60629,87.72133958,24,A tuning fork is marked with the number              This indicates the size of the frequency   What does this mean? A The length of the tuning fork is      mm  B The note from the tuning fork will last for up to      s  C The sound waves produced by the tuning fork travel at      m  / s  D The tuning fork vibrates     times every second  ,0625_s13_qp_12,13,340,"Atuningforkismarkedwiththenumber.

",0
0625_s13_qp_12_25,"25  Some  sound  from  a  loudspeaker  at  P  travels  directly  to  Q.  Sound  also  reaches  Q  after  being 
",49.60763971,304.8560264,25,Some sound from a loudspeaker at P travels directly to Q  Sound also reaches Q after being reflected from a wall at R      m    m   mwall loudspeakerP QR   The speed of sound is      m  / s   What is the difference in time for a sound to travel from P to Q by the two routes? A      s B      s C (  ×    ) s D (   ×    ) s ,0625_s13_qp_12,13,340,"SomesoundfromaloudspeakeratPtravelsdirectlytoQ.SoundalsoreachesQafterbeing
",0
0625_s13_qp_12_26,"26  An electromagnet is used to separate magnetic metals from non-magnetic metals. 
 
",49.60645704,648.3008633,26,An electromagnet is used to separate magnetic metals from non-magnetic metals   Why is steel not suitable as the core of the electromagnet? A It forms a permanent magnet  B It has a high density  C It has a high thermal capacity  D It is a good conductor of electricity       © UCLES          /  /M/J/  ,0625_s13_qp_12,13,410,"Anelectromagnetisusedtoseparatemagneticmetalsfromnon-magneticmetals.

",0
0625_s13_qp_12_27,"27  An old and expensive steel watch becomes magnetised. 
 
",49.60629,87.72133958,27,An old and expensive steel watch becomes magnetised   The owner wants to use the watch again  He must demagnetise the watch   What is the best method to do this? A Heat it until it glows red hot  B Pass direct current though it  C Place it in a plastic bag and put the bag in hot water for several hours  D Place it in a solenoid that carries alternating current and then slowly remove it  ,0625_s13_qp_12,14,410,"Anoldandexpensivesteelwatchbecomesmagnetised.

",0
0625_s13_qp_12_28,"28  Three  charged  balls,  P,  Q  and  R  are  suspended  by  insulating  threads.  Ball  P  is  negatively 
",49.60629,252.2174794,28,"Three charged balls, P, Q and R are suspended by insulating threads  Ball P is negatively charged   Ball Q is brought close to ball P    –PQinsulating thread   Ball Q is now brought close to ball R    QR  What are the charges on ball Q and on ball R?   ball Q ball R  A positive positive  B positive negative  C negative positive  D negative negative  ",0625_s13_qp_12,14,420,"Threechargedballs,P,QandRaresuspendedbyinsulatingthreads.BallPisnegatively
",1
0625_s13_qp_12_29,"29  Which group contains only good electrical conductors? 
",49.60629,651.9861104,29,"Which group contains only good electrical conductors? A air, carbon (graphite), plastic B air, gold, mercury C carbon (graphite), copper, mercury D copper, gold, plastic      © UCLES          /  /M/J/   [Turn over",0625_s13_qp_12,14,420,"Whichgroupcontainsonlygoodelectricalconductors?
",0
0625_s13_qp_12_30,"30  A student investigates a circuit that contains two parallel resistors. The circuit includes meters R, 
",49.60629,75.0785688,30,"A student investigates a circuit that contains  two parallel resistors  The circuit includes meters R, S and T which are all connected correctly    resistorsRST   Which types of meter are R, S and T?   meter R meter S meter T  A ammeter ammeter ammeter  B ammeter voltmeter voltmeter  C voltmeter ammeter ammeter  D voltmeter voltmeter voltmeter  ",0625_s13_qp_12,15,430,"Astudentinvestigatesacircuitthatcontainstwoparallelresistors.ThecircuitincludesmetersR,
",0
0625_s13_qp_12_31,"31  A circuit contains the component shown by the following symbol. 
 
",49.60629,410.758167,31,A circuit contains the component shown by the following symbol      Which change would the component detect?  A change in A light level  B potential difference  C radioactivity  D temperature       © UCLES          /  /M/J/  ,0625_s13_qp_12,15,430,"Acircuitcontainsthecomponentshownbythefollowingsymbol.

",0
0625_s13_qp_12_32,"32  The diagram shows a circuit which includes a switch and a capacitor. 
 
",49.60629,87.72133958,32,The diagram shows a circuit which includes a switch and a capacitor    switchcapacitor PQ   What happens to the capacitor when the switch is at P and when it is at Q?   switch at P switch at Q  A charging charging  B charging discharging  C discharging charging  D discharging discharging  ,0625_s13_qp_12,16,430,"Thediagramshowsacircuitwhichincludesaswitchandacapacitor.

",0
0625_s13_qp_12_33,"33  The circuit diagram shows a cell connected to three identical lamps X, Y and Z. All the lamps are 
",49.60629,395.9609104,33,"The circuit diagram shows a cell connected to three identical lamps X, Y and Z  All the lamps are lit    XZY   Lamp Y is removed by unscrewing it from its holder   What happens to lamp Z? A It goes out completely  B It becomes dimmer but stays lit  C It stays the same brightness  D It becomes brighter       © UCLES          /  /M/J/   [Turn over",0625_s13_qp_12,16,430,"ThecircuitdiagramshowsacellconnectedtothreeidenticallampsX,YandZ.Allthelampsare
",0
0625_s13_qp_12_34,"34  Each branch of a domestic circuit often includes a circuit-breaker. This protects the wiring if too 
",49.60629,75.0785688,34,Each branch of a domestic circuit often includes a circuit-breaker  This protects the wiring if too much current flows in the circuit   In which wire is the circuit-breaker placed and what does it do when it operates?   circuit-breaker in when the circuit-breaker operates it  A live wire disconnects the circuit  B live wire reduces the current to a safe value (not zero)  C neutral wire disconnects the circuit  D neutral wire reduces the current to a safe value (not zero)  ,0625_s13_qp_12,17,440,"Eachbranchofadomesticcircuitoftenincludesacircuit-breaker.Thisprotectsthewiringiftoo
",0
0625_s13_qp_12_35,"35  A student wants to make a transformer to step 12 V down to 6.0 V. 
 
",49.60629,281.1008396,35,A student wants to make a transformer to step     V down to      V   She winds    turns of wire around an iron core as shown in the diagram         soft-iron core      V a c      V a c primary coil   turns secondary coil   How many turns of wire should she wind on the secondary coil of her transformer? A   B    C    D     ,0625_s13_qp_12,17,450,"AstudentwantstomakeatransformertostepVdownto.V.

",0
0625_s13_qp_12_36,"36  A toy railway engine is driven around a track by a d.c. electric motor. 
 
",49.60499104,549.9394784,36,A toy railway engine is driven around a track by a d c  electric motor   How can the speed of the motor be increased? A Use a motor made with fewer turns of wire  B Use a smaller d c  voltage  C Use a stronger magnet in the motor  D Use the supply with its connections reversed       © UCLES          /  /M/J/  ,0625_s13_qp_12,17,450,"Atoyrailwayengineisdrivenaroundatrackbyad.c.electricmotor.

",0
